image,tx_power,idx,y,pred,ok,acc,t_encode,t_decode
99,-80,76,truck,ship,0,0.11,0.6739547010001843,0.0004916979996778537
100,-70,3,airplane,airplane,1,1.0,0.6514591570012271,0.0004945309992763214
101,-70,10,airplane,airplane,1,1.0,0.6550872980005806,0.0010355240010540001
102,-70,21,airplane,airplane,1,1.0,0.650241912000638,0.0004926980000163894
103,-70,27,airplane,ship,0,0.75,0.6593004329988617,0.0004898830011370592
104,-70,44,airplane,automobile,0,0.6,0.6701367660007236,0.000548938000065391
105,-70,52,airplane,ship,0,0.5,0.6585072390007554,0.0004964569998264778
106,-70,74,airplane,automobile,0,0.42857142857142855,0.6703262450009788,0.0004951060000166763
107,-70,90,airplane,ship,0,0.375,0.6489098729998659,0.0004890679992968217
108,-70,97,airplane,cat,0,0.3333333333333333,0.6735137619998568,0.0004978819997631945
109,-70,98,airplane,ship,0,0.3,0.6547449320005398,0.0004907350012217648
110,-70,6,automobile,deer,0,0.2727272727272727,0.6681534560011642,0.0004900309995718999
111,-70,9,automobile,horse,0,0.25,0.6573103270002321,0.0004939569989801385
112,-70,37,automobile,automobile,1,0.3076923076923077,0.6562764139998762,0.0004970120007783407
113,-70,66,automobile,airplane,0,0.2857142857142857,0.6846050720014318,0.0005056610007159179
114,-70,81,automobile,bird,0,0.26666666666666666,0.6533362270001817,0.00046053200094320346
115,-70,82,automobile,truck,0,0.25,0.6866935099988041,0.0004914569999527885
116,-70,104,automobile,airplane,0,0.23529411764705882,0.6520534079991194,0.0004964199997630203
117,-70,105,automobile,truck,0,0.2222222222222222,0.6891634980001982,0.0005615310001303442
118,-70,114,automobile,automobile,1,0.2631578947368421,0.6508613860005426,0.0004914020009891829
119,-70,122,automobile,automobile,1,0.3,0.678881789001025,0.0004963640003552428
120,-70,25,bird,airplane,0,0.2857142857142857,0.6480191970003943,0.0004912719996355008
121,-70,35,bird,dog,0,0.2727272727272727,0.6782595920012682,0.00054191900017031
122,-70,65,bird,frog,0,0.2608695652173913,0.651393434000056,0.0004969940000592032
123,-70,67,bird,frog,0,0.25,0.6589467140001943,0.00058512299983704
124,-70,70,bird,airplane,0,0.24,0.6541889749987604,0.0004987720003555296
125,-70,75,bird,deer,0,0.23076923076923078,0.6584809420000965,0.0004936980003549252
126,-70,84,bird,airplane,0,0.2222222222222222,0.6742048999985855,0.0004971979997208109
127,-70,86,bird,cat,0,0.21428571428571427,0.6600280339989695,0.0004989380013284972
128,-70,113,bird,bird,1,0.2413793103448276,0.6772500110000692,0.0004941610004607355
129,-70,118,bird,cat,0,0.23333333333333334,0.6568531459997757,0.0004871239998465171
130,-70,0,cat,ship,0,0.22580645161290322,0.6736640729995997,0.00048495699957129546
131,-70,8,cat,deer,0,0.21875,0.6692032380015007,0.0005609559993899893
132,-70,46,cat,deer,0,0.21212121212121213,0.6733038919992396,0.00048773499838716816
133,-70,53,cat,automobile,0,0.20588235294117646,0.6598245540008065,0.0004950689999532187
134,-70,61,cat,cat,1,0.22857142857142856,0.6486535040003218,0.0005842150003445568
135,-70,63,cat,dog,0,0.2222222222222222,0.6624803739996423,0.0005484930006787181
136,-70,68,cat,deer,0,0.21621621621621623,0.648398099001497,0.000490790998810553
137,-70,77,cat,frog,0,0.21052631578947367,0.6796642050012451,0.00045227299960970413
138,-70,78,cat,ship,0,0.20512820512820512,0.6529416559988022,0.0004961230006301776
139,-70,91,cat,deer,0,0.2,0.6799169610003446,0.0004916609996143961
140,-70,22,deer,frog,0,0.1951219512195122,0.6494052540001576,0.00046529100109182764
141,-70,26,deer,deer,1,0.21428571428571427,0.6800457189983717,0.0004998089989385335
142,-70,32,deer,deer,1,0.23255813953488372,0.6482910819995595,0.0004900869989796774
143,-70,36,deer,horse,0,0.22727272727272727,0.6842965190007817,0.000496809001560905
144,-70,40,deer,truck,0,0.2222222222222222,0.6470999299999676,0.0004933649997838074
145,-70,58,deer,truck,0,0.21739130434782608,0.6576530250003998,0.0005914930006838404
146,-70,94,deer,cat,0,0.2127659574468085,0.656605481999577,0.0004933639993396355
147,-70,100,deer,horse,0,0.20833333333333334,0.6586110869993718,0.0004899569994449848
148,-70,110,deer,frog,0,0.20408163265306123,0.6657477049993759,0.0004984010010957718
149,-70,117,deer,horse,0,0.2,0.6581482399997185,0.0004908460014121374
150,-70,12,dog,bird,0,0.19607843137254902,0.6738397919998533,0.0004940680009895004
151,-70,16,dog,dog,1,0.21153846153846154,0.6608156900001632,0.0005000679993827362
152,-70,24,dog,airplane,0,0.20754716981132076,0.6766248329986411,0.0004901240008621244
153,-70,31,dog,frog,0,0.2037037037037037,0.6575747659990157,0.0005449750005936949
154,-70,33,dog,frog,0,0.2,0.6722633659992425,0.0005434750000858912
155,-70,39,dog,horse,0,0.19642857142857142,0.6568846810005198,0.0004958650006301468
156,-70,42,dog,airplane,0,0.19298245614035087,0.6497671369997988,0.0005928259997745045
157,-70,85,dog,ship,0,0.1896551724137931,0.6563982420011598,0.00048612399950798135
158,-70,101,dog,dog,1,0.2033898305084746,0.6506339209990983,0.0004916609996143961
159,-70,128,dog,bird,0,0.2,0.6835063910002646,0.000502457000038703
160,-70,4,frog,dog,0,0.19672131147540983,0.6534084180002537,0.0004975129995727912
161,-70,5,frog,frog,1,0.20967741935483872,0.6860312159988098,0.0004903640001430176
162,-70,7,frog,dog,0,0.20634920634920634,0.653283346000535,0.0005303269990690751
163,-70,19,frog,airplane,0,0.203125,0.6746724259992334,0.0004937159992550733
164,-70,29,frog,airplane,0,0.2,0.6486281599991344,0.0004991969999537105
165,-70,30,frog,airplane,0,0.19696969696969696,0.6780060529999901,0.0004949020003550686
166,-70,41,frog,bird,0,0.19402985074626866,0.6520321200005128,0.000461161000202992
167,-70,43,frog,frog,1,0.20588235294117646,0.6553225250008836,0.0005514559998118784
168,-70,49,frog,dog,0,0.2028985507246377,0.6501598459999514,0.0005692150007234886
169,-70,59,frog,frog,1,0.21428571428571427,0.6577807370013034,0.0004921610016026534
170,-70,13,horse,ship,0,0.2112676056338028,0.6710855049987003,0.0004956419998052297
171,-70,17,horse,truck,0,0.20833333333333334,0.6538950049998675,0.0004945869986840989
172,-70,20,horse,automobile,0,0.2054794520547945,0.6643077140015521,0.0005024940001021605
173,-70,48,horse,horse,1,0.21621621621621623,0.6591554420010652,0.0005041610002081143
174,-70,56,horse,automobile,0,0.21333333333333335,0.6791454650010564,0.00048606899872538634
175,-70,57,horse,dog,0,0.21052631578947367,0.6601645040009316,0.0004902910004602745
176,-70,60,horse,bird,0,0.2077922077922078,0.6708667849998164,0.0004963090013916371
177,-70,69,horse,truck,0,0.20512820512820512,0.6616269500009366,0.0005134010007168399
178,-70,83,horse,ship,0,0.20253164556962025,0.6649435029994493,0.0005463640009111259
179,-70,87,horse,automobile,0,0.2,0.659280662999663,0.0004950490001647267
180,-70,1,ship,automobile,0,0.19753086419753085,0.6481545169990568,0.0005105119998916052
181,-70,2,ship,truck,0,0.1951219512195122,0.6726400970001123,0.0004884569989371812
182,-70,15,ship,bird,0,0.1927710843373494,0.6509383350003191,0.0005022899986215634
183,-70,18,ship,truck,0,0.19047619047619047,0.6838298900001973,0.0004997340001864359
184,-70,51,ship,ship,1,0.2,0.6514087750001636,0.0005001240006095031
185,-70,54,ship,bird,0,0.19767441860465115,0.6853251500015176,0.0005500679999386193
186,-70,55,ship,ship,1,0.20689655172413793,0.6525059100004,0.0004908089995296905
187,-70,72,ship,ship,1,0.2159090909090909,0.6863999530014553,0.0005020680000598077
188,-70,73,ship,deer,0,0.21348314606741572,0.6510001309998188,0.0005033279994677287
189,-70,79,ship,airplane,0,0.2111111111111111,0.6846249549998902,0.0005082719999336405
190,-70,11,truck,deer,0,0.2087912087912088,0.6543342209988623,0.0005075680001027649
191,-70,14,truck,airplane,0,0.20652173913043478,0.6606412940000155,0.0005541420014196774
192,-70,23,truck,airplane,0,0.20430107526881722,0.6707010830014042,0.0005000870005460456
193,-70,28,truck,airplane,0,0.20212765957446807,0.6599825979992602,0.0005074569999123923
194,-70,34,truck,cat,0,0.2,0.6727791510002135,0.0005198830003791954
195,-70,38,truck,ship,0,0.19791666666666666,0.6572771669998474,0.0005480500003613997
196,-70,45,truck,horse,0,0.1958762886597938,0.6682841849997203,0.0004860499993810663
197,-70,47,truck,bird,0,0.19387755102040816,0.6640673830006563,0.0004943459989590337
198,-70,50,truck,bird,0,0.1919191919191919,0.6779745330004516,0.0004903270000795601
199,-70,76,truck,automobile,0,0.19,0.6618025209991174,0.0005029009989812039
200,-60,3,airplane,ship,0,0.0,0.6677635989999544,0.000496049999128445
201,-60,10,airplane,airplane,1,0.5,0.660108781999952,0.0005625480007438455
202,-60,21,airplane,frog,0,0.3333333333333333,0.6473586739994062,0.0004902910004602745
203,-60,27,airplane,automobile,0,0.25,0.6753359719987202,0.0005044569988967851
204,-60,44,airplane,airplane,1,0.4,0.6514279769999121,0.0004842350008402718
205,-60,52,airplane,airplane,1,0.5,0.6834011720002309,0.00048221599899989087
206,-60,74,airplane,airplane,1,0.5714285714285714,0.6498856809994322,0.0004809199999726843
207,-60,90,airplane,airplane,1,0.625,0.681492564999644,0.00048680899999453686
208,-60,97,airplane,deer,0,0.5555555555555556,0.6538238749999437,0.0004925129996991018
209,-60,98,airplane,airplane,1,0.6,0.6853956850009126,0.00048666099974070676
210,-60,6,automobile,automobile,1,0.6363636363636364,0.6543127950008056,0.0005170489985175664
211,-60,9,automobile,automobile,1,0.6666666666666666,0.658242932999201,0.0004886049991910113
212,-60,37,automobile,automobile,1,0.6923076923076923,0.6507734849983535,0.0005041049989813473
213,-60,66,automobile,automobile,1,0.7142857142857143,0.6585399490013515,0.00044680899918603245
214,-60,81,automobile,truck,0,0.6666666666666666,0.6714297959988471,0.0005277529999148101
215,-60,82,automobile,automobile,1,0.6875,0.6784782120012096,0.000499976000355673
216,-60,104,automobile,automobile,1,0.7058823529411765,0.6772431889985455,0.0005257350003375905
217,-60,105,automobile,horse,0,0.6666666666666666,0.6596214170003805,0.0004910869993182132
218,-60,114,automobile,automobile,1,0.6842105263157895,0.6732525699990219,0.00048532799883105326
219,-60,122,automobile,automobile,1,0.7,0.6607801250011107,0.0005424009996204404
220,-60,25,bird,automobile,0,0.6666666666666666,0.6835270960000344,0.0004977349999535363
221,-60,35,bird,horse,0,0.6363636363636364,0.6569894669992209,0.0004901060001429869
222,-60,65,bird,bird,1,0.6521739130434783,0.6688256779998483,0.0004944020001858007
223,-60,67,bird,bird,1,0.6666666666666666,0.6593944380001631,0.0004862160003540339
224,-60,70,bird,bird,1,0.68,0.651841027998671,0.000647103999654064
225,-60,75,bird,bird,1,0.6923076923076923,0.6735110850004276,0.0005429379998531658
226,-60,84,bird,horse,0,0.6666666666666666,0.650843650000752,0.0004895130005024839
227,-60,86,bird,horse,0,0.6428571428571429,0.692210270999567,0.0005081049985165009
228,-60,113,bird,ship,0,0.6206896551724138,0.6563328629999887,0.0004790130005858373
229,-60,118,bird,bird,1,0.6333333333333333,0.6867553730007785,0.0005006609990232391
230,-60,0,cat,automobile,0,0.6129032258064516,0.6501286779985094,0.0004905679998046253
231,-60,8,cat,cat,1,0.625,0.677742997999303,0.0004884200006927131
232,-60,46,cat,deer,0,0.6060606060606061,0.6517381209996529,0.0004980499998055166
233,-60,53,cat,cat,1,0.6176470588235294,0.6613676550005039,0.0007994910010893364
234,-60,61,cat,dog,0,0.6,0.6505471360014781,0.0004938830006722128
235,-60,63,cat,cat,1,0.6111111111111112,0.6567379499992967,0.0004908079990855185
236,-60,68,cat,ship,0,0.5945945945945946,0.6689077510000061,0.0004909389990643831
237,-60,77,cat,cat,1,0.6052631578947368,0.660018577998926,0.0004978640008630464
238,-60,78,cat,dog,0,0.5897435897435898,0.6760314439998183,0.000470160999611835
239,-60,91,cat,cat,1,0.6,0.6581691930005036,0.0005095129999972414
240,-60,22,deer,deer,1,0.6097560975609756,0.6729953129997739,0.0005484560006152606
241,-60,26,deer,truck,0,0.5952380952380952,0.6589597390011477,0.0004956049997417722
242,-60,32,deer,bird,0,0.5813953488372093,0.6749938080010907,0.0004947909983457066
243,-60,36,deer,deer,1,0.5909090909090909,0.6633850010002789,0.0005531420010811416
244,-60,40,deer,airplane,0,0.5777777777777777,0.6506182639986946,0.0005072170006314991
245,-60,58,deer,frog,0,0.5652173913043478,0.6621064609989844,0.0004894939993391745
246,-60,94,deer,deer,1,0.574468085106383,0.6506282449990977,0.000504438999996637
247,-60,100,deer,dog,0,0.5625,0.6790766860012809,0.0005006970004615141
248,-60,110,deer,dog,0,0.5510204081632653,0.6521102269998664,0.000505809000969748
249,-60,117,deer,deer,1,0.56,0.6847399139987829,0.00049019799917005
250,-60,12,dog,cat,0,0.5490196078431373,0.6518090270001267,0.0004916790003335336
251,-60,16,dog,dog,1,0.5576923076923077,0.6773922419997689,0.0004884940008196281
252,-60,24,dog,deer,0,0.5471698113207547,0.6495692570006213,0.000501291000546189
253,-60,31,dog,cat,0,0.5370370370370371,0.6817245239999465,0.00048706800043873955
254,-60,33,dog,dog,1,0.5454545454545454,0.654252701000587,0.0005243270006758394
255,-60,39,dog,dog,1,0.5535714285714286,0.676698788000067,0.0005016980012442218
256,-60,42,dog,deer,0,0.543859649122807,0.645656284999859,0.00046006800039322115
257,-60,85,dog,cat,0,0.5344827586206896,0.6562396600002103,0.000562530000024708
258,-60,101,dog,airplane,0,0.5254237288135594,0.6721085640001547,0.0004960869991919026
259,-60,128,dog,frog,0,0.5166666666666667,0.6539729079995595,0.0004990309989807429
260,-60,4,frog,frog,1,0.5245901639344263,0.6725085410016618,0.0004900129988527624
261,-60,5,frog,dog,0,0.5161290322580645,0.6585980020008719,0.0004925310004182393
262,-60,7,frog,frog,1,0.5238095238095238,0.6701921229996515,0.0005009389988117618
263,-60,19,frog,frog,1,0.53125,0.6598102649986686,0.00048362400048063137
264,-60,29,frog,frog,1,0.5384615384615384,0.6756230959999812,0.0004987909996998496
265,-60,30,frog,frog,1,0.5454545454545454,0.659963541000252,0.0005572160007432103
266,-60,41,frog,deer,0,0.5373134328358209,0.6504272460006177,0.0007257509987539379
267,-60,43,frog,cat,0,0.5294117647058824,0.6581862660004845,0.0004926419987896224
268,-60,49,frog,automobile,0,0.5217391304347826,0.6492572609986382,0.0004940869985148311
269,-60,59,frog,cat,0,0.5142857142857142,0.6817343559996516,0.0004961969989381032
270,-60,13,horse,horse,1,0.5211267605633803,0.649983326000438,0.0005497339989233296
271,-60,17,horse,horse,1,0.5277777777777778,0.6811780109983374,0.0005568630003836006
272,-60,20,horse,horse,1,0.5342465753424658,0.6468941399998585,0.00047784699927433394
273,-60,48,horse,horse,1,0.5405405405405406,0.6768890630009992,0.0004939010013913503
274,-60,56,horse,horse,1,0.5466666666666666,0.6491527620000852,0.0004883649999101181
275,-60,57,horse,horse,1,0.5526315789473685,0.6718155300004582,0.0005050120016676374
276,-60,60,horse,horse,1,0.5584415584415584,0.6491165019997425,0.0004984389997844119
277,-60,69,horse,horse,1,0.5641025641025641,0.6578669919999811,0.0004896049995295471
278,-60,83,horse,horse,1,0.569620253164557,0.6714591639993159,0.0004978830002073664
279,-60,87,horse,horse,1,0.575,0.6553177069999947,0.0004938279998896178
280,-60,1,ship,ship,1,0.5802469135802469,0.6732346059998235,0.0004904209999949671
281,-60,2,ship,bird,0,0.573170731707317,0.6602212600009807,0.0004912159984087339
282,-60,15,ship,frog,0,0.5662650602409639,0.6803813169990462,0.0004890129985142266
283,-60,18,ship,ship,1,0.5714285714285714,0.6600711129995034,0.0004961800004821271
284,-60,51,ship,ship,1,0.5764705882352941,0.6732954190010787,0.0004872720001003472
285,-60,54,ship,ship,1,0.5813953488372093,0.6583663000001252,0.0004959379984939005
286,-60,55,ship,ship,1,0.5862068965517241,0.6740478920000896,0.0004962910006724996
287,-60,72,ship,ship,1,0.5909090909090909,0.6581656540001859,0.0004832719987462042
288,-60,73,ship,ship,1,0.5955056179775281,0.648439677001079,0.0004893460009043338
289,-60,79,ship,ship,1,0.6,0.6743179810000584,0.0004893089990218868
290,-60,11,truck,automobile,0,0.5934065934065934,0.6471932839995134,0.0004942159994243411
291,-60,14,truck,truck,1,0.5978260869565217,0.6848304119994282,0.00048510499982512556
292,-60,23,truck,automobile,0,0.5913978494623656,0.6521017079994635,0.0005012530000385595
293,-60,28,truck,truck,1,0.5957446808510638,0.6808416069998202,0.0004956800003128592
294,-60,34,truck,automobile,0,0.5894736842105263,0.6542837190008868,0.0005650860002788249
295,-60,38,truck,truck,1,0.59375,0.6828599899999972,0.0004963650007994147
296,-60,45,truck,truck,1,0.5979381443298969,0.6536022450000019,0.0004926609999529319
297,-60,47,truck,automobile,0,0.5918367346938775,0.6876850820008258,0.0004907170005026273
298,-60,50,truck,truck,1,0.5959595959595959,0.6527576810003666,0.00049595699965721
299,-60,76,truck,truck,1,0.6,0.6602875730004598,0.0005894189998798538
300,-50,3,airplane,bird,0,0.0,0.6578369729995757,0.0005752519991801819
301,-50,10,airplane,airplane,1,0.5,0.6598308570009976,0.000511586000357056
302,-50,21,airplane,airplane,1,0.6666666666666666,0.6716260129996954,0.0005003269998269388
303,-50,27,airplane,bird,0,0.5,0.6636475140003313,0.0004904199995507952
304,-50,44,airplane,airplane,1,0.6,0.6755443919992103,0.0004938639995089034
305,-50,52,airplane,airplane,1,0.6666666666666666,0.6610224159994686,0.0004911420001008082
306,-50,74,airplane,truck,0,0.5714285714285714,0.6731537910000043,0.0004858089996560011
307,-50,90,airplane,airplane,1,0.625,0.6626634519998333,0.0005004390004614834
308,-50,97,airplane,airplane,1,0.6666666666666666,0.679596603000391,0.0004908640003122855
309,-50,98,airplane,airplane,1,0.7,0.6635178310007177,0.0004935679990012432
310,-50,6,automobile,automobile,1,0.7272727272727273,0.653564041998834,0.0005175679998501437
311,-50,9,automobile,automobile,1,0.75,0.6605320879989449,0.000485605998619576
312,-50,37,automobile,automobile,1,0.7692307692307693,0.6534640800000489,0.0004939199989166809
313,-50,66,automobile,automobile,1,0.7857142857142857,0.6856354940009624,0.0004942160012433305
314,-50,81,automobile,automobile,1,0.8,0.6518030620009085,0.000500493999425089
315,-50,82,automobile,automobile,1,0.8125,0.6800826890012104,0.0004998829990654485
316,-50,104,automobile,automobile,1,0.8235294117647058,0.6545667890004552,0.0004973089999111835
317,-50,105,automobile,automobile,1,0.8333333333333334,0.6811570660011057,0.000549715001397999
318,-50,114,automobile,automobile,1,0.8421052631578947,0.6519537639996997,0.0004991049991076579
319,-50,122,automobile,automobile,1,0.85,0.6821662570000626,0.0005003270016459282
320,-50,25,bird,bird,1,0.8571428571428571,0.6545052340006805,0.000496030999784125
321,-50,35,bird,bird,1,0.8636363636363636,0.6775054049994651,0.0005558829998335568
322,-50,65,bird,bird,1,0.8695652173913043,0.6562813240016112,0.0004916609996143961
323,-50,67,bird,bird,1,0.875,0.6630150959990715,0.0004961790000379551
324,-50,70,bird,bird,1,0.88,0.6662552050001977,0.0005009939995943569
325,-50,75,bird,bird,1,0.8846153846153846,0.6628882450004312,0.0005487720009114128
326,-50,84,bird,horse,0,0.8518518518518519,0.67452864400002,0.00045519900049839634
327,-50,86,bird,deer,0,0.8214285714285714,0.6620862919990032,0.0005011789999116445
328,-50,113,bird,bird,1,0.8275862068965517,0.6759837930003414,0.0004949940012011211
329,-50,118,bird,bird,1,0.8333333333333334,0.6604597929999727,0.0004938089987263083
