image,tx_power,idx,y,pred,ok,acc,t_encode,t_decode
36,-80,36,speed limit is 80,speed limit is 60,0,0.21621621621621623,0.6343879240012029,0.0004924560053041205
37,-80,37,speed limit is 80,speed limit is 30,0,0.21052631578947367,0.6943756550026592,0.000504919997183606
38,-80,38,speed limit is 80,speed limit is 80,1,0.23076923076923078,0.6357696460036095,0.000491975006298162
39,-80,39,speed limit is 80,speed limit is 60,0,0.225,0.6768215649935883,0.0004947709967382252
40,-80,40,pedestrian crossing,speed limit is 30,0,0.21951219512195122,0.6387619049928617,0.0005701960035366938
41,-80,41,pedestrian crossing,pedestrian crossing,1,0.23809523809523808,0.6767992690001847,0.0005165110051166266
42,-80,42,pedestrian crossing,speed limit is 30,0,0.23255813953488372,0.6367231530020945,0.0004829940007766709
43,-80,43,pedestrian crossing,speed limit is 30,0,0.22727272727272727,0.6356900370010408,0.0004899380001006648
44,-80,44,pedestrian crossing,speed limit is 80,0,0.2222222222222222,0.6642941319878446,0.0004897339968010783
45,-80,45,pedestrian crossing,do not enter,0,0.21739130434782608,0.6356731109990506,0.0004653270007111132
46,-80,46,pedestrian crossing,pedestrian crossing,1,0.23404255319148937,0.6702905010024551,0.00048817899369169027
47,-80,47,pedestrian crossing,speed limit is 50,0,0.22916666666666666,0.6394511179969413,0.0004951790033373982
48,-80,48,pedestrian crossing,speed limit is 50,0,0.22448979591836735,0.6700604850047966,0.00045766099356114864
49,-80,49,pedestrian crossing,speed limit is 80,0,0.22,0.6362382139923284,0.0004929379938403144
50,-80,50,do not enter,speed limit is 30,0,0.21568627450980393,0.6821578660019441,0.00045356799091678113
51,-80,51,do not enter,speed limit is 80,0,0.21153846153846154,0.6402122750005219,0.0004906050016870722
52,-80,52,do not enter,do not enter,1,0.22641509433962265,0.6758248179976363,0.0005124750023242086
53,-80,53,do not enter,do not enter,1,0.24074074074074073,0.6397990390105406,0.00048649299424141645
54,-80,54,do not enter,speed limit is 50,0,0.23636363636363636,0.6355971860029968,0.000484104995848611
55,-80,55,do not enter,do not enter,1,0.25,0.6784156360081397,0.0004943270032526925
56,-80,56,do not enter,pedestrian crossing,0,0.24561403508771928,0.6355439640028635,0.000490345002617687
57,-80,57,do not enter,speed limit is 50,0,0.2413793103448276,0.6946259839896811,0.0005010860040783882
58,-80,58,do not enter,speed limit is 60,0,0.23728813559322035,0.6344485519948648,0.0004973820032319054
59,-80,59,do not enter,do not enter,1,0.25,0.6844358550006291,0.0004912159929517657
60,-70,0,speed limit is 30,speed limit is 30,1,1.0,0.6353776700125309,0.0004889559932053089
61,-70,1,speed limit is 30,pedestrian crossing,0,0.5,0.6903433719999157,0.0005472339980769902
62,-70,2,speed limit is 30,speed limit is 60,0,0.3333333333333333,0.6317141239997,0.0005445860006147996
63,-70,3,speed limit is 30,speed limit is 30,1,0.5,0.6876904439995997,0.0005481970001710579
64,-70,4,speed limit is 30,pedestrian crossing,0,0.4,0.6340683339949464,0.0009427289915038273
65,-70,5,speed limit is 30,speed limit is 30,1,0.5,0.6412580199976219,0.0005137889966135845
66,-70,6,speed limit is 30,speed limit is 30,1,0.5714285714285714,0.6609883780038217,0.0004987349966540933
67,-70,7,speed limit is 30,speed limit is 80,0,0.5,0.6351284319971455,0.0004885859962087125
68,-70,8,speed limit is 30,speed limit is 30,1,0.5555555555555556,0.6875472230021842,0.00048182699538301677
69,-70,9,speed limit is 30,pedestrian crossing,0,0.5,0.6366178199968999,0.0004889940028078854
70,-70,10,speed limit is 50,pedestrian crossing,0,0.45454545454545453,0.687693109997781,0.0005048640014138073
71,-70,11,speed limit is 50,speed limit is 60,0,0.4166666666666667,0.6372532380046323,0.000589048009715043
72,-70,12,speed limit is 50,speed limit is 30,0,0.38461538461538464,0.6778670329949819,0.0005477520026033744
73,-70,13,speed limit is 50,speed limit is 50,1,0.42857142857142855,0.6365698209992843,0.0004939569917041808
74,-70,14,speed limit is 50,speed limit is 50,1,0.4666666666666667,0.6798421739949845,0.0004999199882149696
75,-70,15,speed limit is 50,speed limit is 30,0,0.4375,0.6345811609935481,0.0004886969982180744
76,-70,16,speed limit is 50,do not enter,0,0.4117647058823529,0.6364528409903869,0.0004916420002700761
77,-70,17,speed limit is 50,speed limit is 50,1,0.4444444444444444,0.6714351699920371,0.0004824010102311149
78,-70,18,speed limit is 50,pedestrian crossing,0,0.42105263157894735,0.6352229490003083,0.00048642000183463097
79,-70,19,speed limit is 50,speed limit is 50,1,0.45,0.6735343650070718,0.0004899749910691753
80,-70,20,speed limit is 60,speed limit is 80,0,0.42857142857142855,0.6325402990041766,0.0004934379976475611
81,-70,21,speed limit is 60,pedestrian crossing,0,0.4090909090909091,0.6803106679872144,0.0004890300042461604
82,-70,22,speed limit is 60,do not enter,0,0.391304347826087,0.635475982009666,0.0005017530056647956
83,-70,23,speed limit is 60,pedestrian crossing,0,0.375,0.6825469530012924,0.0005459559906739742
84,-70,24,speed limit is 60,speed limit is 80,0,0.36,0.6329097199923126,0.0004855680017499253
85,-70,25,speed limit is 60,speed limit is 50,0,0.34615384615384615,0.6900448759988649,0.0004909010021947324
86,-70,26,speed limit is 60,pedestrian crossing,0,0.3333333333333333,0.6361022159981076,0.0004969940055161715
87,-70,27,speed limit is 60,speed limit is 50,0,0.32142857142857145,0.6363726189883891,0.0004520490037975833
88,-70,28,speed limit is 60,pedestrian crossing,0,0.3103448275862069,0.6624326550081605,0.0004889750125585124
89,-70,29,speed limit is 60,do not enter,0,0.3,0.6333938059979118,0.0005029189924243838
90,-70,30,speed limit is 80,speed limit is 80,1,0.3225806451612903,0.6750494750012876,0.00046367899631150067
91,-70,31,speed limit is 80,speed limit is 80,1,0.34375,0.6375956590054557,0.0004833269922528416
92,-70,32,speed limit is 80,speed limit is 80,1,0.36363636363636365,0.6838803989958251,0.0006955840071896091
93,-70,33,speed limit is 80,pedestrian crossing,0,0.35294117647058826,0.6424392629996873,0.0004920130013488233
94,-70,34,speed limit is 80,speed limit is 60,0,0.34285714285714286,0.6848842189938296,0.0005296970048220828
95,-70,35,speed limit is 80,speed limit is 60,0,0.3333333333333333,0.6364527659898158,0.00048738199984654784
96,-70,36,speed limit is 80,speed limit is 60,0,0.32432432432432434,0.6869543220091145,0.0004886419919785112
97,-70,37,speed limit is 80,speed limit is 60,0,0.3157894736842105,0.6344107740005711,0.0005080859991721809
98,-70,38,speed limit is 80,speed limit is 80,1,0.3333333333333333,0.6337673560046824,0.00048564199823886156
99,-70,39,speed limit is 80,speed limit is 80,1,0.35,0.6779139760037651,0.0005911040061619133
100,-70,40,pedestrian crossing,do not enter,0,0.34146341463414637,0.6395027640101034,0.0005377150082495064
101,-70,41,pedestrian crossing,do not enter,0,0.3333333333333333,0.6732782199978828,0.0004929380083922297
102,-70,42,pedestrian crossing,pedestrian crossing,1,0.3488372093023256,0.6391481570026372,0.0004920670035062358
103,-70,43,pedestrian crossing,pedestrian crossing,1,0.36363636363636365,0.6883651000098325,0.00048619699373375624
104,-70,44,pedestrian crossing,pedestrian crossing,1,0.37777777777777777,0.6410013190034078,0.0005417149950517341
105,-70,45,pedestrian crossing,speed limit is 30,0,0.3695652173913043,0.682504563999828,0.0005563260056078434
106,-70,46,pedestrian crossing,pedestrian crossing,1,0.3829787234042553,0.6390224729984766,0.0004873269936069846
107,-70,47,pedestrian crossing,pedestrian crossing,1,0.3958333333333333,0.6797536740050418,0.0004837160086026415
108,-70,48,pedestrian crossing,pedestrian crossing,1,0.40816326530612246,0.6377132130000973,0.0004922899970551953
109,-70,49,pedestrian crossing,do not enter,0,0.4,0.6333787679905072,0.0005468450108310208
110,-70,50,do not enter,speed limit is 30,0,0.39215686274509803,0.6698198930098442,0.0004913640004815534
111,-70,51,do not enter,do not enter,1,0.40384615384615385,0.6383695010008523,0.0004891979915555567
112,-70,52,do not enter,do not enter,1,0.41509433962264153,0.6798584680072963,0.0004867530078627169
113,-70,53,do not enter,speed limit is 80,0,0.4074074074074074,0.6324393359973328,0.00048432699986733496
114,-70,54,do not enter,do not enter,1,0.41818181818181815,0.6773749809945002,0.0006023070018272847
115,-70,55,do not enter,pedestrian crossing,0,0.4107142857142857,0.6330494579888182,0.00048436499491799623
116,-70,56,do not enter,do not enter,1,0.42105263157894735,0.6917968899942935,0.000590844007092528
117,-70,57,do not enter,speed limit is 80,0,0.41379310344827586,0.6345690489979461,0.0004896419995930046
118,-70,58,do not enter,speed limit is 50,0,0.4067796610169492,0.6820797919936012,0.0004876239981967956
119,-70,59,do not enter,do not enter,1,0.4166666666666667,0.6416627170110587,0.0005421600071713328
120,-60,0,speed limit is 30,speed limit is 30,1,1.0,0.6406691009906353,0.0005387709970818833
121,-60,1,speed limit is 30,speed limit is 30,1,1.0,0.6578847130003851,0.0005078820104245096
122,-60,2,speed limit is 30,speed limit is 30,1,1.0,0.6358385700004874,0.0004939200007356703
123,-60,3,speed limit is 30,speed limit is 30,1,1.0,0.6835337550000986,0.0004912529984721914
124,-60,4,speed limit is 30,speed limit is 30,1,1.0,0.6374965669965604,0.00048778999189380556
125,-60,5,speed limit is 30,speed limit is 30,1,1.0,0.6861910540028475,0.0004899759951513261
126,-60,6,speed limit is 30,speed limit is 30,1,1.0,0.6368584080046276,0.0005445670103654265
127,-60,7,speed limit is 30,speed limit is 30,1,1.0,0.6851286229939433,0.0005033640045439824
128,-60,8,speed limit is 30,speed limit is 30,1,1.0,0.6376500280020991,0.00048467899614479393
129,-60,9,speed limit is 30,speed limit is 30,1,1.0,0.6829419290006626,0.0005003830010537058
130,-60,10,speed limit is 50,speed limit is 50,1,1.0,0.6341249249962857,0.0004931970033794641
131,-60,11,speed limit is 50,speed limit is 50,1,1.0,0.6546895130013581,0.0004975859919795766
132,-60,12,speed limit is 50,speed limit is 50,1,1.0,0.6550313049956458,0.000490771999466233
133,-60,13,speed limit is 50,speed limit is 50,1,1.0,0.6362084349966608,0.0004891599965048954
134,-60,14,speed limit is 50,speed limit is 50,1,1.0,0.681981663001352,0.000503012997796759
135,-60,15,speed limit is 50,speed limit is 60,0,0.9375,0.638955881993752,0.0004997530049877241
136,-60,16,speed limit is 50,speed limit is 50,1,0.9411764705882353,0.6962032580049708,0.0004939929931424558
137,-60,17,speed limit is 50,speed limit is 50,1,0.9444444444444444,0.6377375259908149,0.0004950490110786632
138,-60,18,speed limit is 50,speed limit is 50,1,0.9473684210526315,0.6924002510058926,0.0004828829987673089
139,-60,19,speed limit is 50,speed limit is 50,1,0.95,0.6378623579948908,0.0004917899932479486
140,-60,20,speed limit is 60,speed limit is 80,0,0.9047619047619048,0.6824783420015592,0.0004914750024909154
141,-60,21,speed limit is 60,speed limit is 60,1,0.9090909090909091,0.6362550089979777,0.0004905500099994242
142,-60,22,speed limit is 60,speed limit is 60,1,0.9130434782608695,0.6546146070031682,0.0004905120003968477
143,-60,23,speed limit is 60,speed limit is 60,1,0.9166666666666666,0.6496362080069957,0.000488492994918488
144,-60,24,speed limit is 60,speed limit is 60,1,0.92,0.6346239920094376,0.0004889749980065972
145,-60,25,speed limit is 60,speed limit is 60,1,0.9230769230769231,0.6722629540017806,0.0004918270133202896
146,-60,26,speed limit is 60,speed limit is 60,1,0.9259259259259259,0.6343044219975127,0.0005006419960409403
147,-60,27,speed limit is 60,speed limit is 60,1,0.9285714285714286,0.6830981490056729,0.0004847529926337302
148,-60,28,speed limit is 60,speed limit is 60,1,0.9310344827586207,0.6368519449897576,0.0004867160023422912
149,-60,29,speed limit is 60,speed limit is 60,1,0.9333333333333333,0.6924025839980459,0.0005006599967600778
150,-60,30,speed limit is 80,speed limit is 80,1,0.9354838709677419,0.633531524988939,0.0005148819909663871
151,-60,31,speed limit is 80,speed limit is 80,1,0.9375,0.6896888790070079,0.00048367898853030056
152,-60,32,speed limit is 80,speed limit is 80,1,0.9393939393939394,0.7814524989953497,0.0004985679988749325
153,-60,33,speed limit is 80,speed limit is 80,1,0.9411764705882353,0.6907527529983781,0.0004978640063200146
154,-60,34,speed limit is 80,speed limit is 80,1,0.9428571428571428,0.6350642269972013,0.0005133639933774248
155,-60,35,speed limit is 80,speed limit is 80,1,0.9444444444444444,0.6672607769869501,0.0006710290035698563
156,-60,36,speed limit is 80,speed limit is 80,1,0.9459459459459459,0.6433666390075814,0.0005120679998071864
157,-60,37,speed limit is 80,speed limit is 80,1,0.9473684210526315,0.6357011630025227,0.0004975119954906404
158,-60,38,speed limit is 80,speed limit is 80,1,0.9487179487179487,0.6578650640003616,0.0004880680062342435
159,-60,39,speed limit is 80,speed limit is 80,1,0.95,0.6379397270065965,0.000505012008943595
160,-60,40,pedestrian crossing,pedestrian crossing,1,0.9512195121951219,0.6808933430002071,0.0004866600065724924
161,-60,41,pedestrian crossing,pedestrian crossing,1,0.9523809523809523,0.6355334809923079,0.0004896049940725788
162,-60,42,pedestrian crossing,pedestrian crossing,1,0.9534883720930233,0.6893126799986931,0.0004931599978590384
163,-60,43,pedestrian crossing,do not enter,0,0.9318181818181818,0.638626921994728,0.0005522520077647641
164,-60,44,pedestrian crossing,pedestrian crossing,1,0.9333333333333333,0.6859480929997517,0.0004967709974152967
165,-60,45,pedestrian crossing,do not enter,0,0.9130434782608695,0.8030967020022217,0.0004902530054096133
166,-60,46,pedestrian crossing,pedestrian crossing,1,0.9148936170212766,0.6859667410026304,0.0004969379951944575
167,-60,47,pedestrian crossing,pedestrian crossing,1,0.9166666666666666,0.6372066059993813,0.0004924570093862712
168,-60,48,pedestrian crossing,pedestrian crossing,1,0.9183673469387755,0.6870997630030615,0.0004975299962097779
169,-60,49,pedestrian crossing,do not enter,0,0.9,0.6376865259953775,0.0004914190067211166
170,-60,50,do not enter,do not enter,1,0.9019607843137255,0.6573135340004228,0.0005542339931707829
171,-60,51,do not enter,do not enter,1,0.9038461538461539,0.660074387997156,0.0004976600030204281
172,-60,52,do not enter,speed limit is 80,0,0.8867924528301887,0.632262281011208,0.0004899019986623898
173,-60,53,do not enter,speed limit is 50,0,0.8703703703703703,0.6821100679953815,0.00048643798800185323
174,-60,54,do not enter,do not enter,1,0.8727272727272727,0.6341445720026968,0.0004933449963573366
175,-60,55,do not enter,do not enter,1,0.875,0.685583171012695,0.000490122998598963
176,-60,56,do not enter,do not enter,1,0.8771929824561403,0.6347228790109511,0.0004801239992957562
177,-60,57,do not enter,speed limit is 30,0,0.8620689655172413,0.6831784240057459,0.000488327001221478
178,-60,58,do not enter,speed limit is 30,0,0.847457627118644,0.6298901999980444,0.000496381995617412
179,-60,59,do not enter,do not enter,1,0.85,0.6553663929953473,0.0005030680040363222
180,-50,0,speed limit is 30,speed limit is 30,1,1.0,0.6340819250035565,0.0005407529970398173
181,-50,1,speed limit is 30,speed limit is 30,1,1.0,0.6563264730066294,0.00048391999735031277
182,-50,2,speed limit is 30,speed limit is 30,1,1.0,0.6557677569944644,0.0004911610012641177
183,-50,3,speed limit is 30,speed limit is 30,1,1.0,0.636830925999675,0.0005202519969316199
184,-50,4,speed limit is 30,speed limit is 30,1,1.0,0.6845788700011326,0.0004914390010526404
185,-50,5,speed limit is 30,speed limit is 30,1,1.0,0.6357236059993738,0.0004960499936714768
186,-50,6,speed limit is 30,speed limit is 30,1,1.0,0.684145430001081,0.0004965120024280623
187,-50,7,speed limit is 30,speed limit is 30,1,1.0,0.6340800720063271,0.0005115490057505667
188,-50,8,speed limit is 30,speed limit is 30,1,1.0,0.6788559800043004,0.0005385110125644132
189,-50,9,speed limit is 30,speed limit is 30,1,1.0,0.6350623379985336,0.00048573499952908605
190,-50,10,speed limit is 50,speed limit is 50,1,1.0,0.6540286499948706,0.0005812150047859177
191,-50,11,speed limit is 50,speed limit is 50,1,1.0,0.6385996810131473,0.0005866959982085973
192,-50,12,speed limit is 50,speed limit is 50,1,1.0,0.6566310609923676,0.0005534009978873655
193,-50,13,speed limit is 50,speed limit is 50,1,1.0,0.6641405019909143,0.0005349380080588162
194,-50,14,speed limit is 50,speed limit is 50,1,1.0,0.6325704430055339,0.0004884749941993505
195,-50,15,speed limit is 50,speed limit is 50,1,1.0,0.67586792500515,0.0004900859930785373
196,-50,16,speed limit is 50,speed limit is 50,1,1.0,0.6353474450006615,0.0004881790082436055
197,-50,17,speed limit is 50,speed limit is 50,1,1.0,0.6883941720006987,0.0004921229992760345
198,-50,18,speed limit is 50,speed limit is 50,1,1.0,0.6339543700014474,0.000506697004311718
199,-50,19,speed limit is 50,speed limit is 50,1,1.0,0.686606175993802,0.0005118830013088882
200,-50,20,speed limit is 60,speed limit is 60,1,1.0,0.6333613219903782,0.0005983989976812154
201,-50,21,speed limit is 60,speed limit is 60,1,1.0,0.6585705170000438,0.0005093450017739087
202,-50,22,speed limit is 60,speed limit is 60,1,1.0,0.6437920590105932,0.0004915860045002773
203,-50,23,speed limit is 60,speed limit is 60,1,1.0,0.6553070590016432,0.0005011970060877502
204,-50,24,speed limit is 60,speed limit is 60,1,1.0,0.6601948850002373,0.00048765999963507056
205,-50,25,speed limit is 60,speed limit is 60,1,1.0,0.6376452479889849,0.0004854560102103278
206,-50,26,speed limit is 60,speed limit is 60,1,1.0,0.682446988997981,0.0004912340082228184
207,-50,27,speed limit is 60,speed limit is 60,1,1.0,0.6338243709906237,0.0004991969908587635
208,-50,28,speed limit is 60,speed limit is 60,1,1.0,0.6820109210093506,0.000490122998598963
209,-50,29,speed limit is 60,speed limit is 60,1,1.0,0.6341822189860977,0.0004918640042888001
210,-50,30,speed limit is 80,speed limit is 80,1,1.0,0.678136821006774,0.0005114560044603422
211,-50,31,speed limit is 80,speed limit is 80,1,1.0,0.6369288499990944,0.0004910120042040944
212,-50,32,speed limit is 80,speed limit is 80,1,1.0,0.6545147910073865,0.0004917159967590123
213,-50,33,speed limit is 80,speed limit is 80,1,1.0,0.6566958189941943,0.0004930489958496764
214,-50,34,speed limit is 80,speed limit is 80,1,1.0,0.6600170360034099,0.0005058270035078749
215,-50,35,speed limit is 80,speed limit is 80,1,1.0,0.6628385180083569,0.0005401219968916848
216,-50,36,speed limit is 80,speed limit is 80,1,1.0,0.6358285299938871,0.0005019749951316044
217,-50,37,speed limit is 80,speed limit is 80,1,1.0,0.678277375001926,0.0004995869967387989
218,-50,38,speed limit is 80,speed limit is 80,1,1.0,0.6318348039931152,0.0004807719960808754
219,-50,39,speed limit is 80,speed limit is 80,1,1.0,0.6791141969879391,0.00048482700367458165
220,-50,40,pedestrian crossing,pedestrian crossing,1,1.0,0.6360870829958003,0.000494456005981192
221,-50,41,pedestrian crossing,pedestrian crossing,1,1.0,0.6868816169881029,0.0004981789970770478
222,-50,42,pedestrian crossing,pedestrian crossing,1,1.0,0.638314146999619,0.0005319929914548993
223,-50,43,pedestrian crossing,pedestrian crossing,1,1.0,0.6608730989973992,0.0004980119992978871
224,-50,44,pedestrian crossing,pedestrian crossing,1,1.0,0.6573768649977865,0.0004957350029144436
225,-50,45,pedestrian crossing,pedestrian crossing,1,1.0,0.6613902029930614,0.0004826420044992119
226,-50,46,pedestrian crossing,pedestrian crossing,1,1.0,0.6612464640056714,0.0005029010062571615
227,-50,47,pedestrian crossing,pedestrian crossing,1,1.0,0.6372916410036851,0.0004841600020881742
228,-50,48,pedestrian crossing,pedestrian crossing,1,1.0,0.6690133640076965,0.0005374370084609836
229,-50,49,pedestrian crossing,pedestrian crossing,1,1.0,0.6349523200042313,0.0005041969998273998
230,-50,50,do not enter,do not enter,1,1.0,0.6839282470027683,0.0005492159980349243
231,-50,51,do not enter,speed limit is 30,0,0.9807692307692307,0.6349451709975256,0.00048588300705887377
232,-50,52,do not enter,do not enter,1,0.9811320754716981,0.6795536179997725,0.0004867710085818544
233,-50,53,do not enter,do not enter,1,0.9814814814814815,0.638551791998907,0.0004891979915555567
234,-50,54,do not enter,do not enter,1,0.9818181818181818,0.6606481009948766,0.0004892899887636304
235,-50,55,do not enter,do not enter,1,0.9821428571428571,0.6563173970062053,0.0004972900060238317
236,-50,56,do not enter,do not enter,1,0.9824561403508771,0.6584278520022053,0.0005484929861268029
237,-50,57,do not enter,do not enter,1,0.9827586206896551,0.6629772370069986,0.0004917710029985756
238,-50,58,do not enter,do not enter,1,0.9830508474576272,0.6344854179915274,0.0004977529897587374
239,-50,59,do not enter,do not enter,1,0.9833333333333333,0.6860237570072059,0.0004781970055773854
240,-40,0,speed limit is 30,speed limit is 30,1,1.0,0.6355116449994966,0.0004937159974360839
241,-40,1,speed limit is 30,speed limit is 30,1,1.0,0.6852988959872164,0.0004937160119879991
242,-40,2,speed limit is 30,speed limit is 30,1,1.0,0.640719152012025,0.0004898829938611016
243,-40,3,speed limit is 30,speed limit is 30,1,1.0,0.6862224579963367,0.0004887160030193627
244,-40,4,speed limit is 30,speed limit is 30,1,1.0,0.6312017750024097,0.0004893080040346831
245,-40,5,speed limit is 30,speed limit is 30,1,1.0,0.6614109240035759,0.0005459009989863262
246,-40,6,speed limit is 30,speed limit is 30,1,1.0,0.6524636679969262,0.00048814200272317976
247,-40,7,speed limit is 30,speed limit is 30,1,1.0,0.6568697970069479,0.0004893449950031936
248,-40,8,speed limit is 30,speed limit is 30,1,1.0,0.6627631849987665,0.0004831789992749691
249,-40,9,speed limit is 30,speed limit is 30,1,1.0,0.6332558589929249,0.0005019749951316044
250,-40,10,speed limit is 50,speed limit is 50,1,1.0,0.6532674920017598,0.0004834749997826293
251,-40,11,speed limit is 50,speed limit is 50,1,1.0,0.6393407629948342,0.00048430899914819747
252,-40,12,speed limit is 50,speed limit is 50,1,1.0,0.6713551849970827,0.0004939570062560961
253,-40,13,speed limit is 50,speed limit is 50,1,1.0,0.6383701080048922,0.0004968080029357225
254,-40,14,speed limit is 50,speed limit is 50,1,1.0,0.6811075419973349,0.0004856790037592873
255,-40,15,speed limit is 50,speed limit is 50,1,1.0,0.6377301350003108,0.0004889389965683222
256,-40,16,speed limit is 50,speed limit is 50,1,1.0,0.6652763179881731,0.0005033829947933555
257,-40,17,speed limit is 50,speed limit is 50,1,1.0,0.6574526040058117,0.0004916049947496504
258,-40,18,speed limit is 50,speed limit is 50,1,1.0,0.6549826539994683,0.0009095429995795712
259,-40,19,speed limit is 50,speed limit is 50,1,1.0,0.6633100849867333,0.000500567999552004
260,-40,20,speed limit is 60,speed limit is 60,1,1.0,0.6337255199905485,0.0004891790013061836
261,-40,21,speed limit is 60,speed limit is 60,1,1.0,0.6593750790052582,0.00049923500046134
262,-40,22,speed limit is 60,speed limit is 60,1,1.0,0.633314190999954,0.0004873089928878471
263,-40,23,speed limit is 60,speed limit is 60,1,1.0,0.6806350469996687,0.0004931779985781759
264,-40,24,speed limit is 60,speed limit is 60,1,1.0,0.6341756609908771,0.0005100489943288267
265,-40,25,speed limit is 60,speed limit is 60,1,1.0,0.6857141490036156,0.0005036969960201532
266,-40,26,speed limit is 60,speed limit is 60,1,1.0,0.6354671829903964,0.0004911970027023926
267,-40,27,speed limit is 60,speed limit is 60,1,1.0,0.657260938998661,0.0005618809955194592
268,-40,28,speed limit is 60,speed limit is 60,1,1.0,0.6568546310008969,0.0005351410072762519
269,-40,29,speed limit is 60,speed limit is 60,1,1.0,0.663613616998191,0.0005056609952589497
270,-40,30,speed limit is 80,speed limit is 80,1,1.0,0.6565614680002909,0.000492197010316886
271,-40,31,speed limit is 80,speed limit is 80,1,1.0,0.6368678869912401,0.0004943079984514043
272,-40,32,speed limit is 80,speed limit is 80,1,1.0,0.6698994809994474,0.0005991959915263578
273,-40,33,speed limit is 80,speed limit is 80,1,1.0,0.635046355004306,0.0004907149996142834
274,-40,34,speed limit is 80,speed limit is 80,1,1.0,0.6871257420134498,0.0004915489989798516
275,-40,35,speed limit is 80,speed limit is 80,1,1.0,0.6362154689995805,0.0005021050019422546
276,-40,36,speed limit is 80,speed limit is 80,1,1.0,0.6846429220022401,0.0004959189973305911
277,-40,37,speed limit is 80,speed limit is 80,1,1.0,0.6380702409951482,0.0005517710087588057
278,-40,38,speed limit is 80,speed limit is 80,1,1.0,0.6610890390002169,0.000500679001561366
279,-40,39,speed limit is 80,speed limit is 80,1,1.0,0.6586673290003091,0.0004947889974573627
