image,tx_power,idx,y,pred,ok,acc,t_encode,t_decode
250,-40,10,speed limit is 50,speed limit is 50,1,1.0,0.6414877970019006,0.0004851789999520406
251,-40,11,speed limit is 50,speed limit is 50,1,1.0,0.6633457950010779,0.0005486230002134107
252,-40,12,speed limit is 50,speed limit is 50,1,1.0,0.6437095110013615,0.00048001300092437305
253,-40,13,speed limit is 50,speed limit is 50,1,1.0,0.6688540070026647,0.0004770499981532339
254,-40,14,speed limit is 50,speed limit is 50,1,1.0,0.6430547229974763,0.0005464940004458185
255,-40,15,speed limit is 50,speed limit is 50,1,1.0,0.6687830449991452,0.0004836980006075464
256,-40,16,speed limit is 50,speed limit is 50,1,1.0,0.6465580510011932,0.00047858699690550566
257,-40,17,speed limit is 50,speed limit is 50,1,1.0,0.6697425339989422,0.00048338299893657677
258,-40,18,speed limit is 50,speed limit is 50,1,1.0,0.6456378030015912,0.0005439200031105429
259,-40,19,speed limit is 50,speed limit is 50,1,1.0,0.6491766310027742,0.0004985129999113269
260,-40,20,speed limit is 60,speed limit is 60,1,1.0,0.6452734189988405,0.0004859750006289687
261,-40,21,speed limit is 60,speed limit is 60,1,1.0,0.6418729590004659,0.00048679099927539937
262,-40,22,speed limit is 60,speed limit is 60,1,1.0,0.6658347090015013,0.0004949940012011211
263,-40,23,speed limit is 60,speed limit is 50,0,0.9583333333333334,0.6435870310015162,0.0004812160004803445
264,-40,24,speed limit is 60,speed limit is 60,1,0.96,0.6699318089995359,0.0004792720028490294
265,-40,25,speed limit is 60,speed limit is 60,1,0.9615384615384616,0.6449558109998179,0.0004857339990849141
266,-40,26,speed limit is 60,speed limit is 60,1,0.9629629629629629,0.6650741080011358,0.0004999199991289061
267,-40,27,speed limit is 60,speed limit is 60,1,0.9642857142857143,0.6414050570019754,0.0004822160008188803
268,-40,28,speed limit is 60,speed limit is 60,1,0.9655172413793104,0.6710681469994597,0.00048719799815444276
269,-40,29,speed limit is 60,speed limit is 60,1,0.9666666666666667,0.6425296910019824,0.0005413460021372885
270,-40,30,speed limit is 80,speed limit is 80,1,0.967741935483871,0.6431696090003243,0.0005512889983947389
271,-40,31,speed limit is 80,speed limit is 80,1,0.96875,0.6723162609996507,0.0004486799989535939
272,-40,32,speed limit is 80,speed limit is 80,1,0.9696969696969697,0.6480740689985396,0.0004769389997818507
273,-40,33,speed limit is 80,speed limit is 80,1,0.9705882352941176,0.6741276840002683,0.0004946049994032364
274,-40,34,speed limit is 80,speed limit is 80,1,0.9714285714285714,0.6483124000005773,0.0004969389992766082
